b'Ping:',b'50.502',b'ms',b'Download:',b'12.09',b'Mbit/s',b'Upload:',b'13.24',b'Mbit/s',2025-02-28 19:22:47
b'Ping:',b'51.821',b'ms',b'Download:',b'13.54',b'Mbit/s',b'Upload:',b'11.99',b'Mbit/s',2025-02-28 19:22:47
b'Ping:',b'53.249',b'ms',b'Download:',b'13.71',b'Mbit/s',b'Upload:',b'13.14',b'Mbit/s',2025-02-28 19:22:47
b'Ping:',b'49.293',b'ms',b'Download:',b'8.45',b'Mbit/s',b'Upload:',b'9.85',b'Mbit/s',2025-02-28 19:22:47
b'Ping:',b'52.418',b'ms',b'Download:',b'15.42',b'Mbit/s',b'Upload:',b'14.51',b'Mbit/s',2025-02-28 19:22:47
b'Ping:',b'49.558',b'ms',b'Download:',b'13.11',b'Mbit/s',b'Upload:',b'14.13',b'Mbit/s',2025-02-28 19:22:47
b'Ping:',b'50.786',b'ms',b'Download:',b'15.10',b'Mbit/s',b'Upload:',b'13.18',b'Mbit/s',2025-02-28 19:22:47
b'Ping:',b'47.425',b'ms',b'Download:',b'21.65',b'Mbit/s',b'Upload:',b'18.26',b'Mbit/s',2025-02-28 19:23:11
b'Ping:',b'47.544',b'ms',b'Download:',b'13.32',b'Mbit/s',b'Upload:',b'13.81',b'Mbit/s',2025-02-28 19:23:11
b'Ping:',b'47.29',b'ms',b'Download:',b'11.88',b'Mbit/s',b'Upload:',b'15.75',b'Mbit/s',2025-02-28 19:23:11
b'Ping:',b'47.151',b'ms',b'Download:',b'12.45',b'Mbit/s',b'Upload:',b'11.90',b'Mbit/s',2025-02-28 19:23:11
b'Ping:',b'47.567',b'ms',b'Download:',b'12.01',b'Mbit/s',b'Upload:',b'16.23',b'Mbit/s',2025-02-28 19:23:11
b'Ping:',b'50.259',b'ms',b'Download:',b'14.08',b'Mbit/s',b'Upload:',b'16.13',b'Mbit/s',2025-02-28 19:23:11
b'Ping:',b'47.525',b'ms',b'Download:',b'12.58',b'Mbit/s',b'Upload:',b'13.43',b'Mbit/s',2025-02-28 19:23:11
b'Ping:',b'47.659',b'ms',b'Download:',b'10.75',b'Mbit/s',b'Upload:',b'15.40',b'Mbit/s',2025-02-28 19:23:11
b'Ping:',b'47.669',b'ms',b'Download:',b'12.39',b'Mbit/s',b'Upload:',b'15.46',b'Mbit/s',2025-02-28 19:23:11
b'Ping:',b'47.484',b'ms',b'Download:',b'19.06',b'Mbit/s',b'Upload:',b'12.74',b'Mbit/s',2025-02-28 19:23:11
b'Ping:',b'47.6',b'ms',b'Download:',b'11.52',b'Mbit/s',b'Upload:',b'16.13',b'Mbit/s',2025-02-28 19:23:11
b'Ping:',b'47.695',b'ms',b'Download:',b'11.90',b'Mbit/s',b'Upload:',b'13.97',b'Mbit/s',2025-02-28 19:23:11
b'Ping:',b'48.29',b'ms',b'Download:',b'18.06',b'Mbit/s',b'Upload:',b'15.50',b'Mbit/s',2025-02-28 19:23:11
b'Ping:',b'47.409',b'ms',b'Download:',b'11.25',b'Mbit/s',b'Upload:',b'15.71',b'Mbit/s',2025-02-28 19:23:11
b'Ping:',b'49.284',b'ms',b'Download:',b'18.51',b'Mbit/s',b'Upload:',b'13.79',b'Mbit/s',2025-02-28 19:23:11
b'Ping:',b'48.109',b'ms',b'Download:',b'11.94',b'Mbit/s',b'Upload:',b'17.61',b'Mbit/s',2025-02-28 19:23:11
b'Ping:',b'47.205',b'ms',b'Download:',b'10.65',b'Mbit/s',b'Upload:',b'12.08',b'Mbit/s',2025-02-28 19:23:11
b'Ping:',b'47.944',b'ms',b'Download:',b'14.62',b'Mbit/s',b'Upload:',b'15.58',b'Mbit/s',2025-02-28 19:23:11
b'Ping:',b'47.597',b'ms',b'Download:',b'12.29',b'Mbit/s',b'Upload:',b'18.47',b'Mbit/s',2025-02-28 19:23:11
b'Ping:',b'49.404',b'ms',b'Download:',b'13.65',b'Mbit/s',b'Upload:',b'15.14',b'Mbit/s',2025-02-28 19:23:11
b'Ping:',b'48.781',b'ms',b'Download:',b'18.74',b'Mbit/s',b'Upload:',b'14.30',b'Mbit/s',2025-02-28 19:23:11
b'Ping:',b'49.937',b'ms',b'Download:',b'17.36',b'Mbit/s',b'Upload:',b'15.18',b'Mbit/s',2025-02-28 19:23:12
b'Ping:',b'47.574',b'ms',b'Download:',b'12.39',b'Mbit/s',b'Upload:',b'12.38',b'Mbit/s',2025-02-28 19:23:11
b'Ping:',b'48.072',b'ms',b'Download:',b'14.65',b'Mbit/s',b'Upload:',b'5.10',b'Mbit/s',2025-02-28 19:23:12
b'Ping:',b'47.959',b'ms',b'Download:',b'13.14',b'Mbit/s',b'Upload:',b'24.31',b'Mbit/s',2025-02-28 19:23:34
b'Ping:',b'47.685',b'ms',b'Download:',b'34.25',b'Mbit/s',b'Upload:',b'16.74',b'Mbit/s',2025-02-28 19:23:34
b'Ping:',b'48.666',b'ms',b'Download:',b'14.20',b'Mbit/s',b'Upload:',b'15.36',b'Mbit/s',2025-02-28 19:23:33
b'Ping:',b'47.563',b'ms',b'Download:',b'21.76',b'Mbit/s',b'Upload:',b'13.71',b'Mbit/s',2025-02-28 19:23:34
b'Ping:',b'47.256',b'ms',b'Download:',b'14.88',b'Mbit/s',b'Upload:',b'17.79',b'Mbit/s',2025-02-28 19:23:34
b'Ping:',b'49.479',b'ms',b'Download:',b'13.96',b'Mbit/s',b'Upload:',b'12.73',b'Mbit/s',2025-02-28 19:23:34
b'Ping:',b'47.796',b'ms',b'Download:',b'17.06',b'Mbit/s',b'Upload:',b'14.18',b'Mbit/s',2025-02-28 19:23:34
b'Ping:',b'47.913',b'ms',b'Download:',b'12.32',b'Mbit/s',b'Upload:',b'18.33',b'Mbit/s',2025-02-28 19:23:34
b'Ping:',b'47.533',b'ms',b'Download:',b'15.19',b'Mbit/s',b'Upload:',b'16.69',b'Mbit/s',2025-02-28 19:23:34
b'Ping:',b'47.737',b'ms',b'Download:',b'20.20',b'Mbit/s',b'Upload:',b'16.81',b'Mbit/s',2025-02-28 19:23:34
b'Ping:',b'48.121',b'ms',b'Download:',b'12.53',b'Mbit/s',b'Upload:',b'12.51',b'Mbit/s',2025-02-28 19:23:34
b'Ping:',b'48.037',b'ms',b'Download:',b'12.22',b'Mbit/s',b'Upload:',b'16.80',b'Mbit/s',2025-02-28 19:23:34
b'Ping:',b'47.658',b'ms',b'Download:',b'12.03',b'Mbit/s',b'Upload:',b'19.88',b'Mbit/s',2025-02-28 19:23:34
b'Ping:',b'48.866',b'ms',b'Download:',b'12.75',b'Mbit/s',b'Upload:',b'16.71',b'Mbit/s',2025-02-28 19:23:34
b'Ping:',b'48.141',b'ms',b'Download:',b'12.82',b'Mbit/s',b'Upload:',b'14.98',b'Mbit/s',2025-02-28 19:23:34
b'Ping:',b'47.598',b'ms',b'Download:',b'11.01',b'Mbit/s',b'Upload:',b'17.25',b'Mbit/s',2025-02-28 19:23:35
b'Ping:',b'47.557',b'ms',b'Download:',b'16.59',b'Mbit/s',b'Upload:',b'17.59',b'Mbit/s',2025-02-28 19:23:35
b'Ping:',b'48.517',b'ms',b'Download:',b'10.65',b'Mbit/s',b'Upload:',b'14.24',b'Mbit/s',2025-02-28 19:23:35
b'Ping:',b'48.444',b'ms',b'Download:',b'11.54',b'Mbit/s',b'Upload:',b'12.88',b'Mbit/s',2025-02-28 19:23:35
b'Ping:',b'49.175',b'ms',b'Download:',b'12.56',b'Mbit/s',b'Upload:',b'7.95',b'Mbit/s',2025-02-28 19:23:35
b'Ping:',b'47.813',b'ms',b'Download:',b'12.78',b'Mbit/s',b'Upload:',b'13.42',b'Mbit/s',2025-02-28 19:23:35
b'Ping:',b'47.743',b'ms',b'Download:',b'12.03',b'Mbit/s',b'Upload:',b'10.13',b'Mbit/s',2025-02-28 19:23:34
b'Ping:',b'47.74',b'ms',b'Download:',b'22.10',b'Mbit/s',b'Upload:',b'25.00',b'Mbit/s',2025-02-28 19:23:37
b'Ping:',b'47.107',b'ms',b'Download:',b'24.41',b'Mbit/s',b'Upload:',b'20.10',b'Mbit/s',2025-02-28 19:23:37
b'Ping:',b'47.19',b'ms',b'Download:',b'12.30',b'Mbit/s',b'Upload:',b'20.42',b'Mbit/s',2025-02-28 19:23:56
b'Ping:',b'47.87',b'ms',b'Download:',b'43.63',b'Mbit/s',b'Upload:',b'20.85',b'Mbit/s',2025-02-28 19:23:56
b'Ping:',b'47.353',b'ms',b'Download:',b'12.63',b'Mbit/s',b'Upload:',b'16.43',b'Mbit/s',2025-02-28 19:23:57
b'Ping:',b'47.452',b'ms',b'Download:',b'12.96',b'Mbit/s',b'Upload:',b'12.86',b'Mbit/s',2025-02-28 19:23:57
b'Ping:',b'47.799',b'ms',b'Download:',b'16.76',b'Mbit/s',b'Upload:',b'17.12',b'Mbit/s',2025-02-28 19:23:57
b'Ping:',b'48.102',b'ms',b'Download:',b'12.44',b'Mbit/s',b'Upload:',b'19.21',b'Mbit/s',2025-02-28 19:23:57
b'Ping:',b'47.413',b'ms',b'Download:',b'10.32',b'Mbit/s',b'Upload:',b'18.42',b'Mbit/s',2025-02-28 19:23:57
b'Ping:',b'47.511',b'ms',b'Download:',b'11.20',b'Mbit/s',b'Upload:',b'18.76',b'Mbit/s',2025-02-28 19:23:57
b'Ping:',b'47.786',b'ms',b'Download:',b'16.01',b'Mbit/s',b'Upload:',b'17.38',b'Mbit/s',2025-02-28 19:23:58
b'Ping:',b'47.552',b'ms',b'Download:',b'12.53',b'Mbit/s',b'Upload:',b'14.35',b'Mbit/s',2025-02-28 19:23:57
b'Ping:',b'47.815',b'ms',b'Download:',b'11.61',b'Mbit/s',b'Upload:',b'18.31',b'Mbit/s',2025-02-28 19:23:57
b'Ping:',b'47.706',b'ms',b'Download:',b'21.48',b'Mbit/s',b'Upload:',b'13.83',b'Mbit/s',2025-02-28 19:23:57
b'Ping:',b'47.648',b'ms',b'Download:',b'15.62',b'Mbit/s',b'Upload:',b'16.26',b'Mbit/s',2025-02-28 19:23:57
b'Ping:',b'48.127',b'ms',b'Download:',b'12.52',b'Mbit/s',b'Upload:',b'8.08',b'Mbit/s',2025-02-28 19:23:57
b'Ping:',b'48.099',b'ms',b'Download:',b'11.14',b'Mbit/s',b'Upload:',b'16.49',b'Mbit/s',2025-02-28 19:23:58
b'Ping:',b'47.35',b'ms',b'Download:',b'12.52',b'Mbit/s',b'Upload:',b'17.92',b'Mbit/s',2025-02-28 19:23:58
b'Ping:',b'48.266',b'ms',b'Download:',b'13.88',b'Mbit/s',b'Upload:',b'9.67',b'Mbit/s',2025-02-28 19:23:58
b'Ping:',b'47.482',b'ms',b'Download:',b'11.49',b'Mbit/s',b'Upload:',b'13.61',b'Mbit/s',2025-02-28 19:23:58
b'Ping:',b'48.057',b'ms',b'Download:',b'14.81',b'Mbit/s',b'Upload:',b'5.67',b'Mbit/s',2025-02-28 19:23:58
b'Ping:',b'47.789',b'ms',b'Download:',b'19.11',b'Mbit/s',b'Upload:',b'11.79',b'Mbit/s',2025-02-28 19:23:58
b'Ping:',b'48.673',b'ms',b'Download:',b'13.03',b'Mbit/s',b'Upload:',b'13.83',b'Mbit/s',2025-02-28 19:23:58
b'Ping:',b'47.515',b'ms',b'Download:',b'12.98',b'Mbit/s',b'Upload:',b'16.68',b'Mbit/s',2025-02-28 19:23:58
b'Ping:',b'47.918',b'ms',b'Download:',b'37.67',b'Mbit/s',b'Upload:',b'29.50',b'Mbit/s',2025-02-28 19:24:01
b'Ping:',b'47.732',b'ms',b'Download:',b'49.69',b'Mbit/s',b'Upload:',b'33.81',b'Mbit/s',2025-02-28 19:24:00
b'Ping:',b'46.922',b'ms',b'Download:',b'40.70',b'Mbit/s',b'Upload:',b'73.72',b'Mbit/s',2025-02-28 19:24:19
b'Ping:',b'47.951',b'ms',b'Download:',b'149.40',b'Mbit/s',b'Upload:',b'67.46',b'Mbit/s',2025-02-28 19:24:19
b'Ping:',b'47.287',b'ms',b'Download:',b'40.75',b'Mbit/s',b'Upload:',b'78.18',b'Mbit/s',2025-02-28 19:24:20
b'Ping:',b'47.515',b'ms',b'Download:',b'42.14',b'Mbit/s',b'Upload:',b'78.22',b'Mbit/s',2025-02-28 19:24:20
